User_ID,Name,Age,Country,Subscription_Type,Watch_Time_Hours,Favorite_Genre,Last_Login,Subscription_Start,Loyalty,Usage_Ratio,Churn_Flag
5206,Sarah Johnson,66,Australia,Premium,638.98,Documentary,2024-12-05,2024-02-24,6840,0.09356432748538011,1
5207,Katie Johnson,26,India,Basic,704.37,Action,2024-10-25,2024-02-09,6216,0.11347651222651223,1
5208,Michael Williams,73,USA,Basic,936.62,Horror,2024-07-03,2023-09-22,6840,0.13707894736842105,0
5209,David Garcia,26,France,Premium,956.75,Romance,2024-09-08,2023-10-29,7560,0.12668650793650793,1
5210,David Jones,74,Germany,Basic,316.96,Horror,2024-08-01,2023-08-23,8256,0.0385125968992248,1
5211,Chris Johnson,79,Mexico,Standard,802.91,Documentary,2025-03-07,2024-03-12,8640,0.09304513888888888,0
5212,David Miller,48,Japan,Basic,695.4,Documentary,2024-04-30,2023-04-12,9216,0.07556423611111111,0
5213,Michael Martinez,71,India,Premium,453.47,Romance,2024-10-02,2023-12-16,6984,0.06507302405498282,1
5214,Sarah Williams,15,UK,Premium,146.37,Romance,2024-06-10,2024-02-09,2928,0.050331284153005466,0
5215,Emma Hernandez,43,Brazil,Standard,349.43,Documentary,2024-09-06,2024-01-06,5856,0.059841188524590166,1
5216,Katie Jones,29,USA,Basic,804.61,Horror,2024-12-17,2024-01-16,8064,0.09990203373015873,0
5217,Katie Williams,57,Germany,Standard,542.16,Romance,2024-05-26,2024-01-24,2952,0.1839972899728997,0
5218,John Miller,79,Mexico,Premium,919.55,Documentary,2024-10-23,2024-03-26,5064,0.18178317535545022,0
5219,Jane Williams,71,India,Basic,543.36,Action,2024-11-10,2024-01-01,7536,0.07223460721868365,1
5220,Jane Jones,47,Japan,Standard,164.55,Sci-Fi,2024-12-19,2024-09-04,2544,0.0650746855345912,0
5221,John Hernandez,69,India,Premium,553.9,Sci-Fi,2024-03-29,2024-01-04,2040,0.2720098039215686,0
5222,Michael Miller,70,Germany,Premium,752.6,Drama,2024-04-22,2023-09-29,4944,0.1524271844660194,0
5223,Michael Smith,69,France,Basic,284.96,Romance,2025-02-02,2024-02-24,8256,0.03463662790697674,0
5224,James Hernandez,54,Japan,Standard,799.36,Action,2024-10-19,2024-07-04,2568,0.31166666666666665,0
5225,Sarah Garcia,57,USA,Premium,454.69,Sci-Fi,2024-11-11,2024-03-12,5856,0.07781591530054645,0
5226,Chris Martinez,30,UK,Standard,818.24,Horror,2024-05-23,2023-06-01,8568,0.09561624649859944,0
5227,Michael Smith,60,UK,Premium,571.58,Comedy,2024-12-24,2024-08-26,2880,0.1988125,0
5228,John Garcia,33,France,Basic,738.39,Romance,2025-02-02,2024-07-05,5088,0.14532036163522014,0
5229,Sarah Garcia,26,India,Premium,139.08,Sci-Fi,2024-10-21,2024-02-28,5664,0.0247316384180791,1
5230,Chris Brown,66,UK,Standard,811.46,Sci-Fi,2025-01-21,2024-09-21,2928,0.27747950819672135,0
5231,Sarah Brown,37,India,Basic,253.5,Horror,2025-01-20,2024-01-28,8592,0.029620577281191808,0
5232,Jane Davis,24,Germany,Basic,273.1,Documentary,2024-03-15,2023-10-13,3696,0.07416125541125541,1
5233,Michael Johnson,23,USA,Basic,574.36,Romance,2024-12-07,2024-08-29,2400,0.23973333333333333,0
5234,Sarah Hernandez,55,Brazil,Standard,801.3,Action,2024-10-11,2024-04-25,4056,0.19780571992110452,0
5235,Michael Miller,69,Brazil,Standard,708.72,Romance,2025-02-01,2024-01-09,9336,0.0760197086546701,0
5236,Chris Garcia,38,Mexico,Premium,914.77,Documentary,2024-04-22,2023-08-26,5760,0.15898784722222223,0
5237,Katie Johnson,66,Canada,Premium,1.16,Documentary,2024-11-24,2024-01-03,7824,0.0002760736196319019,0
5238,Sarah Garcia,63,Mexico,Premium,270.77,Romance,2024-05-24,2023-10-13,5376,0.05055245535714285,1
5239,Alex Martinez,14,Brazil,Premium,184.28,Documentary,2024-06-03,2023-06-19,8400,0.02205714285714286,1
5240,John Garcia,48,Australia,Standard,239.42,Romance,2024-10-23,2024-05-25,3624,0.06634105960264901,1
5241,Emma Martinez,47,USA,Standard,50.18,Sci-Fi,2024-05-21,2023-09-10,6096,0.008395669291338583,0
5242,John Smith,66,France,Premium,782.59,Documentary,2025-01-29,2024-03-21,7536,0.10397956475583865,0
5243,James Garcia,43,USA,Premium,566.66,Horror,2025-01-07,2024-06-21,4800,0.11826249999999999,0
5244,John Smith,20,UK,Premium,73.86,Sci-Fi,2024-05-01,2023-06-30,7344,0.010193355119825708,0
5245,Michael Williams,36,Japan,Standard,952.43,Romance,2024-11-07,2024-05-12,4296,0.22193435754189944,0
5246,James Williams,78,France,Premium,278.52,Romance,2025-02-05,2024-02-21,8400,0.03327619047619047,0
5247,Katie Jones,13,France,Premium,997.63,Horror,2024-04-08,2024-01-12,2088,0.47827107279693487,0
5248,James Jones,67,UK,Basic,667.69,Horror,2024-09-29,2024-05-01,3624,0.18451710816777042,0
5249,James Hernandez,14,Brazil,Basic,603.35,Documentary,2025-01-29,2024-05-24,6000,0.10072500000000001,0
5250,Sarah Davis,63,Japan,Premium,629.75,Drama,2025-02-19,2024-05-03,7008,0.0900042808219178,0
5251,Alex Jones,16,UK,Standard,741.97,Comedy,2024-06-21,2023-09-12,6792,0.10938898704358069,0
5252,Jane Garcia,72,Germany,Basic,316.82,Horror,2024-07-29,2023-09-30,7272,0.043704620462046206,1
5253,David Hernandez,70,USA,Basic,86.85,Horror,2024-08-29,2024-06-08,1968,0.04463922764227642,1
5254,John Garcia,67,France,Basic,145.34,Romance,2025-01-12,2024-04-04,6792,0.02154593639575972,0
5255,John Martinez,14,Germany,Basic,344.8,Comedy,2024-10-05,2024-03-02,5208,0.0663978494623656,1
5256,Emma Davis,58,Canada,Premium,308.46,Documentary,2024-11-30,2024-06-12,4104,0.07540448343079921,0
5257,Katie Miller,68,India,Standard,852.13,Sci-Fi,2024-08-20,2024-01-15,5232,0.1630600152905199,0
5258,David Davis,43,France,Basic,858.41,Romance,2024-04-30,2023-12-20,3168,0.27127840909090906,0
5259,Michael Jones,17,Germany,Premium,28.92,Horror,2024-08-01,2024-05-28,1560,0.01917948717948718,1
5260,David Smith,59,Australia,Basic,796.84,Comedy,2024-06-29,2023-12-14,4752,0.1678956228956229,0
5261,Sarah Davis,53,India,Basic,926.29,Horror,2024-03-09,2023-08-12,5040,0.1839861111111111,0
5262,Alex Garcia,61,Germany,Premium,386.69,Horror,2024-03-12,2023-08-02,5352,0.07243834080717489,1
5263,John Hernandez,40,Brazil,Standard,581.49,Horror,2024-09-28,2023-12-27,6624,0.0879362922705314,1
5264,Emma Jones,37,Australia,Basic,79.24,Sci-Fi,2024-09-14,2024-07-08,1632,0.049166666666666664,1
5265,David Johnson,47,Germany,Basic,456.24,Comedy,2024-12-28,2024-07-09,4128,0.11076550387596899,0
5266,Emma Brown,43,France,Premium,367.26,Comedy,2024-08-20,2024-05-08,2496,0.1475400641025641,0
5267,Michael Hernandez,26,USA,Premium,728.91,Comedy,2025-01-25,2024-05-15,6120,0.11926633986928104,0
5268,Alex Williams,54,Canada,Basic,881.02,Horror,2024-12-26,2024-08-03,3480,0.2534540229885057,0
5269,Michael Davis,80,Canada,Basic,324.74,Drama,2024-10-27,2024-04-22,4512,0.07219414893617021,0
5270,Emma Smith,27,Australia,Standard,911.46,Comedy,2024-03-13,2024-01-03,1680,0.5431309523809524,0
5271,Chris Hernandez,48,UK,Premium,360.94,Horror,2025-02-07,2024-04-03,7440,0.04864784946236559,0
5272,Michael Williams,47,Germany,Premium,154.5,Drama,2024-07-30,2023-08-03,8688,0.017898250460405156,1
5273,Jane Brown,39,Canada,Basic,397.06,Comedy,2025-01-26,2024-04-05,7104,0.05603322072072072,0
5274,Chris Smith,72,Japan,Standard,2.01,Action,2024-07-05,2024-01-27,3840,0.0007838541666666666,0
5275,Jane Brown,62,Australia,Premium,667.78,Drama,2024-04-21,2024-01-04,2592,0.258016975308642,0
5276,Emma Davis,70,USA,Basic,981.47,Action,2024-03-21,2023-10-31,3408,0.28828345070422534,0
5277,Jane Martinez,16,France,Basic,379.59,Documentary,2024-03-15,2023-11-16,2880,0.13214930555555554,0
5278,Chris Johnson,66,Germany,Premium,849.71,Action,2024-03-19,2023-06-11,6768,0.1256959219858156,1
5279,Michael Martinez,35,Mexico,Premium,92.59,Action,2024-09-17,2023-11-27,7080,0.013218926553672317,1
5280,Katie Davis,39,France,Basic,529.8,Romance,2025-01-22,2024-05-27,5760,0.09215277777777776,0
5281,Sarah Davis,64,France,Basic,221.35,Horror,2024-08-19,2024-06-23,1368,0.16253654970760234,0
5282,Chris Martinez,35,USA,Premium,583.85,Romance,2024-10-17,2024-08-03,1800,0.3249166666666667,0
5283,James Jones,77,Brazil,Standard,796.21,Action,2024-04-20,2024-02-06,1776,0.44887950450450453,0
5284,James Miller,15,UK,Standard,121.61,Romance,2024-05-10,2023-11-21,4104,0.029875730994152045,0
5285,David Garcia,39,Australia,Standard,232.91,Documentary,2024-06-07,2023-12-07,4392,0.053258196721311477,1
5286,Sarah Miller,46,France,Basic,215.33,Romance,2025-03-02,2024-08-16,4752,0.045523989898989904,0
5287,David Johnson,56,USA,Premium,308.62,Drama,2025-01-13,2024-09-11,2976,0.10403897849462365,0
5288,Emma Jones,28,Mexico,Basic,688.84,Comedy,2024-08-24,2024-01-30,4968,0.13885668276972626,0
5289,Emma Davis,55,Brazil,Standard,489.67,Horror,2024-04-15,2023-09-29,4776,0.10273659966499163,1
5290,David Jones,33,Japan,Standard,859.92,Horror,2024-12-20,2024-07-07,3984,0.21609437751004015,0
5291,Jane Johnson,15,Japan,Premium,244.58,Sci-Fi,2024-05-04,2023-06-11,7872,0.031196646341463415,0
5292,Chris Martinez,30,India,Standard,289.56,Comedy,2024-04-15,2023-04-24,8568,0.033912231559290386,1
5293,Michael Hernandez,70,France,Premium,237.1,Action,2024-07-23,2024-04-20,2256,0.10554078014184397,1
5294,Alex Johnson,71,USA,Basic,650.36,Drama,2024-10-31,2023-12-15,7704,0.08454828660436137,0
5295,John Williams,69,Brazil,Standard,398.67,Horror,2025-02-02,2024-08-26,3840,0.10408072916666668,0
5296,Katie Martinez,67,India,Standard,830.3,Romance,2024-08-25,2023-11-11,6912,0.12026909722222222,1
5297,Michael Smith,26,Brazil,Standard,661.38,Comedy,2024-09-19,2024-04-27,3480,0.1903390804597701,0
5298,Emma Miller,42,Mexico,Standard,815.15,Romance,2024-04-05,2023-08-29,5280,0.15457386363636363,0
5299,James Johnson,15,France,Basic,102.34,Comedy,2025-01-17,2024-05-28,5616,0.01840099715099715,0
5300,Katie Smith,13,UK,Premium,754.37,Documentary,2024-05-27,2023-09-30,5760,0.131140625,0
5301,Michael Brown,60,Australia,Premium,402.18,Romance,2025-01-31,2024-06-03,5808,0.06941804407713499,0
5302,Jane Smith,20,USA,Premium,816.8,Horror,2024-07-22,2024-04-26,2088,0.39166666666666666,0
5303,James Johnson,35,Australia,Standard,904.95,Comedy,2025-02-13,2024-08-23,4176,0.21694204980842913,0
5304,Katie Garcia,20,India,Premium,745.37,Drama,2024-07-20,2023-10-07,6888,0.10835801393728223,1
5305,David Jones,46,Australia,Premium,525.92,Romance,2024-05-02,2023-11-03,4344,0.12129834254143645,1
5306,Chris Johnson,21,UK,Premium,761.35,Horror,2024-07-18,2023-12-12,5256,0.1450437595129376,0
5307,Jane Davis,26,France,Standard,467.77,Documentary,2024-06-08,2023-11-02,5256,0.08918759512937595,1
5308,John Johnson,41,Brazil,Premium,265.0,Comedy,2024-09-17,2024-01-09,6048,0.04398148148148148,1
5309,Michael Hernandez,47,Canada,Standard,151.43,Romance,2024-05-14,2024-02-17,2088,0.0730028735632184,0
5310,Emma Williams,42,Mexico,Premium,122.99,Horror,2024-12-30,2024-09-21,2400,0.0516625,0
5311,Chris Smith,13,India,Premium,882.21,Romance,2024-10-17,2024-04-02,4752,0.18586069023569024,0
5312,Jane Martinez,54,Canada,Standard,36.84,Drama,2024-09-15,2023-12-28,6288,0.006017811704834606,0
5313,James Hernandez,23,USA,Standard,637.54,Romance,2024-09-30,2023-11-01,8016,0.07965818363273452,0
5314,Sarah Martinez,77,Canada,Premium,959.25,Action,2025-01-20,2024-06-02,5568,0.17245869252873564,0
5315,Alex Brown,22,Japan,Basic,250.27,Sci-Fi,2024-04-11,2023-06-28,6912,0.03635271990740741,0
5316,Katie Davis,15,Australia,Premium,671.96,Drama,2024-03-18,2023-08-06,5400,0.12462222222222223,1
5317,Emma Brown,43,Australia,Premium,24.38,Drama,2024-08-08,2024-01-14,4968,0.005108695652173913,1
5318,Jane Brown,37,Brazil,Premium,726.76,Horror,2025-02-19,2024-10-10,3168,0.22972222222222222,0
5319,David Davis,29,Australia,Basic,494.15,Romance,2024-06-01,2024-03-06,2088,0.23714080459770115,0
5320,Alex Davis,21,Germany,Standard,918.23,Sci-Fi,2024-04-04,2024-01-06,2136,0.43035112359550565,0
5321,Alex Smith,27,Mexico,Premium,642.95,Horror,2025-01-05,2024-06-06,5112,0.12596830985915494,0
5322,Alex Garcia,76,UK,Standard,603.68,Sci-Fi,2024-05-14,2023-12-08,3792,0.15946202531645567,0
5323,Emma Jones,80,Mexico,Basic,615.29,Action,2025-02-07,2024-10-26,2496,0.24691105769230767,0
5324,Katie Hernandez,60,Germany,Standard,335.69,Drama,2024-04-04,2023-05-11,7896,0.04264057750759878,1
5325,Chris Smith,47,UK,Premium,72.6,Sci-Fi,2025-02-23,2024-04-16,7512,0.009797657082002129,0
5326,John Miller,76,Australia,Standard,912.32,Drama,2024-04-07,2023-10-19,4104,0.22254385964912282,0
5327,Chris Davis,24,Germany,Basic,820.25,Comedy,2024-08-10,2023-10-30,6840,0.12006578947368421,1
5328,James Hernandez,28,Brazil,Basic,995.41,Romance,2024-11-24,2024-04-25,5112,0.1949158841940532,0
5329,James Smith,19,Germany,Premium,188.22,Drama,2024-04-17,2023-08-31,5520,0.034278985507246375,1
5330,James Williams,38,Australia,Standard,335.87,Sci-Fi,2024-05-01,2024-01-17,2520,0.13367857142857142,0
5331,Jane Jones,57,UK,Standard,557.54,Action,2024-09-28,2024-04-10,4104,0.13609649122807016,0
5332,Katie Johnson,47,Japan,Premium,491.49,Romance,2024-10-19,2024-04-15,4488,0.10973484848484849,0
5333,Emma Martinez,48,USA,Standard,809.4,Documentary,2024-03-28,2023-09-23,4488,0.1805704099821747,0
5334,Emma Miller,24,Australia,Premium,744.34,Documentary,2024-04-12,2023-11-03,3864,0.19289337474120083,0
5335,Jane Johnson,80,Japan,Premium,675.48,Comedy,2024-12-09,2024-09-11,2136,0.31670411985018726,0
5336,Michael Williams,77,USA,Standard,352.88,Drama,2025-01-24,2024-04-17,6768,0.05228723404255319,0
5337,Emma Martinez,17,Australia,Premium,880.67,Sci-Fi,2024-11-10,2024-07-30,2472,0.3566626213592233,0
5338,Chris Johnson,59,France,Basic,413.44,Comedy,2024-10-22,2024-03-06,5520,0.07507971014492754,1
5339,John Johnson,71,USA,Standard,710.68,Action,2025-02-02,2024-09-12,3432,0.20736596736596735,0
5340,John Williams,23,UK,Basic,768.16,Documentary,2024-07-01,2023-09-03,7248,0.10612030905077262,0
5341,Chris Smith,49,Japan,Basic,900.57,Horror,2024-07-08,2023-10-05,6648,0.13561522262334538,0
5342,James Jones,72,France,Premium,953.2,Romance,2024-07-04,2024-04-21,1776,0.5372747747747748,0
5343,Katie Hernandez,76,Australia,Basic,413.18,Romance,2024-12-28,2024-11-04,1296,0.31958333333333333,0
5344,Michael Jones,61,Germany,Standard,661.33,Drama,2024-05-29,2023-09-10,6288,0.10533237913486006,1
5345,Chris Smith,66,Canada,Standard,517.97,Drama,2025-02-19,2024-07-03,5544,0.09360930735930736,0
5346,James Garcia,26,USA,Standard,463.82,Romance,2024-06-10,2023-05-29,9072,0.05123677248677248,0
5347,John Williams,45,Germany,Standard,177.97,Horror,2024-07-14,2023-10-28,6240,0.028681089743589742,1
5348,Emma Miller,17,Canada,Premium,879.42,Comedy,2024-07-19,2023-09-18,7320,0.120275956284153,0
5349,Jane Williams,42,France,Basic,260.94,Horror,2025-02-10,2024-05-25,6264,0.041816730523627076,0
5350,John Smith,66,Australia,Premium,261.64,Action,2024-04-07,2023-05-13,7920,0.03316161616161616,1
5351,Alex Johnson,63,Canada,Premium,666.2,Horror,2024-03-16,2023-09-02,4704,0.14183673469387756,0
5352,Sarah Hernandez,37,USA,Basic,92.03,Comedy,2024-11-21,2024-09-28,1296,0.0717824074074074,1
5353,Chris Smith,31,USA,Standard,756.36,Drama,2024-09-30,2024-05-27,3024,0.2504497354497355,0
5354,Chris Hernandez,46,Mexico,Basic,672.23,Horror,2024-07-08,2024-03-01,3096,0.2174515503875969,0
5355,Chris Miller,39,Canada,Premium,641.13,Drama,2024-08-22,2024-04-27,2808,0.22867877492877492,0
5356,John Hernandez,77,Canada,Basic,762.96,Documentary,2025-01-28,2024-06-22,5280,0.14468939393939395,0
5357,Michael Garcia,45,Canada,Standard,353.36,Drama,2024-06-09,2023-07-10,8040,0.044074626865671644,0
5358,Emma Brown,75,Australia,Basic,848.39,Documentary,2024-06-30,2023-10-23,6024,0.14100099601593624,0
5359,James Hernandez,28,India,Premium,751.28,Comedy,2024-06-05,2023-12-10,4272,0.17609550561797752,0
5360,Emma Davis,74,France,Basic,40.1,Sci-Fi,2024-07-01,2024-05-16,1104,0.03722826086956522,1
5361,Jane Hernandez,13,Japan,Basic,437.99,Documentary,2025-01-27,2024-07-18,4632,0.09477331606217616,0
5362,Katie Jones,64,Australia,Standard,363.24,Horror,2024-05-30,2023-12-10,4128,0.08823643410852713,1
5363,Jane Johnson,79,USA,Standard,656.7,Romance,2025-01-15,2024-06-27,4848,0.13566419141914193,0
5364,Chris Garcia,65,Canada,Premium,930.77,Horror,2024-09-29,2024-07-21,1680,0.554625,0
5365,David Smith,78,UK,Standard,424.73,Romance,2025-01-12,2024-05-12,5880,0.07240306122448979,0
5366,John Martinez,40,Canada,Standard,328.9,Documentary,2024-11-17,2024-06-11,3816,0.08645178197064989,0
5367,Jane Garcia,15,Germany,Standard,663.44,Sci-Fi,2025-01-13,2024-03-18,7224,0.09197674418604652,0
5368,David Jones,80,India,Basic,648.22,Romance,2024-09-27,2024-07-13,1824,0.35593201754385967,0
5369,David Smith,45,UK,Premium,349.39,Sci-Fi,2024-05-13,2023-08-01,6864,0.05104749417249417,1
5370,Sarah Smith,35,Mexico,Premium,839.82,Action,2025-02-17,2024-05-30,6312,0.13320975918884664,0
5371,John Davis,75,France,Standard,43.07,Action,2024-10-21,2024-05-22,3648,0.012080592105263159,1
5372,Jane Johnson,42,India,Premium,349.83,Documentary,2024-07-30,2024-02-11,4080,0.0859877450980392,1
5373,David Davis,23,France,Standard,700.02,Horror,2024-09-14,2024-03-06,4608,0.1521310763888889,0
5374,Jane Davis,14,Japan,Standard,544.38,Horror,2024-08-27,2024-06-15,1752,0.3112899543378995,0
5375,Katie Hernandez,19,UK,Basic,583.84,Sci-Fi,2024-10-30,2024-08-23,1632,0.35835784313725494,0
5376,Jane Johnson,75,Brazil,Standard,532.46,Comedy,2024-08-18,2024-04-26,2736,0.1949780701754386,0
5377,Katie Davis,22,USA,Premium,452.24,Horror,2024-09-06,2023-11-24,6888,0.065801393728223,0
5378,Emma Garcia,55,France,Premium,39.67,Sci-Fi,2024-07-02,2024-02-17,3264,0.012460171568627451,1
5379,Emma Brown,42,Japan,Basic,276.47,Sci-Fi,2024-10-06,2024-07-17,1944,0.1427314814814815,0
5380,David Miller,76,USA,Premium,156.5,Sci-Fi,2025-03-06,2024-10-23,3216,0.04897388059701493,0
5381,Chris Hernandez,34,Australia,Basic,407.51,Sci-Fi,2025-01-25,2024-08-01,4248,0.09616525423728814,0
5382,Sarah Brown,59,Canada,Standard,515.88,Drama,2024-11-09,2023-11-04,8904,0.05805031446540881,0
5383,John Garcia,18,Canada,Basic,143.4,Horror,2024-09-21,2024-01-29,5664,0.025494350282485877,0
5384,David Hernandez,63,Brazil,Standard,605.51,Action,2024-08-11,2023-10-25,6984,0.08684278350515463,1
5385,Sarah Jones,16,India,Standard,977.79,Comedy,2024-04-16,2023-05-12,8160,0.11994975490196078,1
5386,John Davis,26,USA,Standard,469.15,Comedy,2024-03-24,2023-07-05,6312,0.07448510773130544,1
5387,Sarah Martinez,53,France,Premium,586.15,Horror,2024-05-16,2023-11-19,4296,0.13667364990689013,0
5388,Jane Martinez,37,UK,Standard,698.77,Sci-Fi,2024-05-28,2023-08-27,6600,0.10602575757575758,0
5389,Michael Williams,48,Germany,Basic,927.17,Action,2024-11-30,2024-05-02,5088,0.18242334905660376,0
5390,Chris Martinez,60,Brazil,Basic,406.38,Romance,2024-10-08,2023-11-24,7656,0.05321055381400209,1
5391,Michael Garcia,51,UK,Standard,711.93,Drama,2024-08-11,2023-10-20,7104,0.10035613738738738,0
5392,Chris Smith,70,Australia,Premium,303.89,Drama,2024-04-11,2023-12-23,2640,0.11548863636363636,1
5393,James Miller,53,UK,Premium,385.97,Documentary,2024-08-13,2023-11-07,6720,0.05758482142857143,0
5394,John Garcia,30,India,Premium,645.83,Documentary,2024-06-02,2023-10-06,5760,0.112296875,1
5395,Katie Williams,41,UK,Premium,201.45,Sci-Fi,2024-05-26,2024-03-30,1368,0.14798976608187134,0
5396,Katie Brown,49,Japan,Basic,228.31,Horror,2024-04-11,2023-07-22,6336,0.036191603535353535,0
5397,Michael Jones,78,Germany,Basic,166.69,Comedy,2024-12-12,2024-08-05,3096,0.05416343669250646,0
5398,Sarah Williams,75,Japan,Basic,531.85,Action,2024-06-23,2023-09-13,6816,0.07817634976525822,0
5399,Sarah Williams,80,India,Standard,561.66,Horror,2024-04-27,2024-02-11,1824,0.3084758771929824,0
5400,Michael Garcia,74,Canada,Standard,971.48,Documentary,2024-07-17,2024-01-16,4392,0.2214207650273224,0
5401,Katie Johnson,63,Germany,Basic,482.86,Documentary,2024-03-20,2023-08-18,5160,0.09377131782945737,1
5402,James Johnson,52,Canada,Basic,984.82,Drama,2024-10-20,2024-02-09,6096,0.16171587926509187,0
5403,John Smith,23,Mexico,Basic,119.37,Drama,2025-02-14,2024-05-06,6816,0.01765991784037559,0
5404,Michael Miller,66,USA,Standard,107.76,Drama,2024-05-24,2024-01-24,2904,0.03745179063360882,1
5405,Chris Hernandez,30,UK,Premium,844.66,Sci-Fi,2024-08-23,2023-08-26,8712,0.0970684113865932,0
5406,John Jones,27,UK,Premium,994.58,Sci-Fi,2024-09-03,2024-01-22,5400,0.18436666666666668,0
5407,Jane Johnson,57,Australia,Basic,443.22,Sci-Fi,2024-06-09,2024-02-24,2544,0.17461477987421384,0
5408,David Jones,75,Brazil,Premium,46.29,Sci-Fi,2025-01-20,2024-01-29,8568,0.00551937441643324,0
5409,Emma Hernandez,79,Mexico,Standard,781.12,Drama,2024-08-08,2023-11-28,6096,0.1283005249343832,1
5410,Emma Miller,46,Australia,Standard,995.85,Comedy,2024-03-20,2023-05-03,7728,0.12899197722567288,1
5411,Katie Davis,45,Brazil,Premium,604.78,Drama,2025-02-15,2024-06-10,6000,0.10096333333333334,0
5412,Alex Smith,26,UK,Premium,422.6,Horror,2024-07-19,2023-09-20,7272,0.058250825082508256,0
5413,Katie Smith,22,Mexico,Basic,101.11,Action,2024-09-08,2024-03-05,4488,0.022751782531194295,1
5414,Chris Brown,59,USA,Basic,272.84,Action,2025-01-25,2024-11-25,1464,0.18704918032786882,0
5415,Emma Hernandez,19,Canada,Standard,826.47,Romance,2024-06-20,2024-01-14,3792,0.2182146624472574,0
5416,Chris Miller,54,Japan,Standard,282.01,Comedy,2024-03-11,2023-10-28,3240,0.08734876543209877,0
5417,Alex Garcia,78,France,Basic,761.8,Drama,2024-08-14,2024-04-06,3120,0.24448717948717946,0
5418,James Smith,72,Canada,Basic,770.71,Romance,2024-05-23,2023-08-09,6912,0.1116478587962963,0
5419,Sarah Smith,29,USA,Standard,930.55,Comedy,2024-12-05,2024-03-24,6144,0.15161946614583333,0
5420,David Martinez,24,Australia,Premium,256.75,Horror,2024-06-29,2023-10-20,6072,0.04244894598155468,1
5421,Michael Miller,56,USA,Basic,132.31,Romance,2024-06-11,2024-03-14,2136,0.062411048689138576,0
5422,Emma Johnson,59,Canada,Standard,446.16,Action,2025-02-13,2024-12-10,1560,0.28664102564102567,0
5423,Katie Hernandez,45,Australia,Standard,875.83,Drama,2024-12-27,2024-02-14,7608,0.11525105152471084,0
5424,James Miller,47,India,Basic,936.24,Romance,2024-11-17,2024-03-08,6096,0.153746719160105,0
5425,Jane Brown,31,France,Basic,666.21,Horror,2024-10-02,2023-09-24,8976,0.07433266488413548,1
5426,James Jones,26,Canada,Standard,937.9,Horror,2024-03-12,2023-06-26,6240,0.1504647435897436,0
5427,Jane Martinez,36,UK,Basic,29.2,Romance,2024-04-28,2023-09-17,5376,0.005617559523809524,0
5428,Sarah Brown,57,Australia,Premium,884.03,Comedy,2024-04-05,2023-10-26,3888,0.22763117283950618,0
5429,John Hernandez,47,UK,Basic,465.14,Comedy,2024-04-24,2023-11-07,4056,0.11492603550295857,0
5430,David Miller,76,Japan,Basic,681.15,Action,2025-01-29,2024-04-29,6600,0.1033560606060606,0
5431,David Johnson,22,Mexico,Standard,906.46,Romance,2024-12-12,2024-01-03,8256,0.10991521317829457,0
5432,Alex Davis,19,Canada,Premium,205.41,Documentary,2024-07-19,2023-10-18,6600,0.03127424242424243,0
5433,Katie Davis,49,Mexico,Premium,108.72,Sci-Fi,2025-01-30,2024-03-13,7752,0.014153766769865841,0
5434,Chris Hernandez,56,Australia,Premium,772.01,Romance,2024-04-02,2023-05-04,8016,0.09643338323353293,1
5435,Sarah Hernandez,74,Germany,Standard,737.3,Drama,2024-09-08,2024-04-27,3216,0.22957089552238805,0
5436,Michael Williams,40,UK,Standard,164.84,Action,2024-12-27,2024-10-29,1416,0.11711864406779661,0
5437,David Johnson,13,Germany,Premium,402.56,Action,2024-10-18,2023-10-27,8568,0.04710084033613445,1
5438,Sarah Smith,26,Brazil,Premium,585.97,Documentary,2024-06-13,2023-08-23,7080,0.08290536723163842,1
5439,Jane Miller,59,Australia,Basic,180.73,Documentary,2024-08-30,2023-09-29,8064,0.0225359623015873,1
5440,Katie Jones,80,Mexico,Premium,723.21,Action,2024-12-13,2024-04-01,6144,0.11787272135416667,0
5441,Alex Davis,78,Mexico,Basic,188.43,Horror,2024-12-26,2024-06-28,4344,0.0436072744014733,0
5442,Michael Williams,37,UK,Basic,504.89,Action,2024-11-06,2024-05-06,4416,0.11455842391304348,0
5443,John Johnson,46,France,Premium,229.57,Sci-Fi,2024-06-15,2024-04-17,1416,0.1628319209039548,0
5444,Alex Jones,47,Germany,Premium,954.35,Horror,2024-06-09,2023-07-31,7536,0.12677149681528663,1
5445,Alex Smith,33,USA,Basic,827.15,Comedy,2024-10-28,2024-03-31,5064,0.1635367298578199,0
5446,Jane Hernandez,28,Mexico,Standard,834.21,Horror,2024-08-07,2024-05-03,2304,0.3625043402777778,0
5447,Jane Davis,53,UK,Premium,417.94,Drama,2025-02-17,2024-04-22,7224,0.05799280177187154,0
5448,Alex Garcia,54,UK,Standard,388.62,Drama,2024-11-14,2024-01-26,7032,0.055406712172923776,0
5449,Emma Jones,38,Japan,Standard,997.25,Horror,2024-03-25,2023-05-18,7488,0.1333133012820513,0
5450,Emma Garcia,19,India,Premium,668.82,Romance,2024-04-04,2023-07-30,5976,0.11208500669344043,1
5451,John Johnson,22,Canada,Basic,617.95,Documentary,2024-12-11,2024-08-30,2472,0.25038430420711977,0
5452,David Smith,14,UK,Premium,450.53,Action,2024-12-13,2024-06-09,4488,0.10060828877005347,0
